# FULL DATA LONG FORMAT FILE
# Generated from return table
# NOTE: total recruit calculations use ages 3-6. For last brood years of Bristol Bay stocks total recruits and age comp are incorrect. Need to fix/exclude.
System,River,ReturnYear,Total_Returns,Label,ReturnsByAgeClass,Age,FW_Winters,Mar_Winters,Euro,GR,BroodYear,RecruitsByAgeClass,MarineEntryYear,Total_Recruits,PercOfBrdYr,Total_Spawners_BroodYear,TotRecPerTotSpn,Total_EFS_BroodYear,PercEFS
Bristol Bay,Alagnak,1971,537293.5245,AgeClass_1.2,260360.1267,4,1,2,1.2,4_2,1967,260360.1267,1969,389348.76779240207,66.87,202626,1.9215143554746286,NA,NA
Bristol Bay,Alagnak,1971,537293.5245,AgeClass_2.1,2325.189365,4,2,1,2.1,4_3,1967,2325.189365,1970,389348.76779240207,0.6,202626,1.9215143554746286,NA,NA
Bristol Bay,Alagnak,1971,537293.5245,AgeClass_0.2,410.6394392,3,0,2,0.2,3_1,1968,410.6394392,1969,249192.08594400156,0.16,193872,1.2853433499628701,NA,NA
Bristol Bay,Alagnak,1971,537293.5245,AgeClass_1.1,8143.462512,3,1,1,1.1,3_2,1968,8143.462512,1970,249192.08594400156,3.27,193872,1.2853433499628701,NA,NA
Bristol Bay,Alagnak,1971,537293.5245,AgeClass_0.1,0,2,0,1,0.1,2_1,1969,0,1970,180184.62416501014,0,182490,0.9873671114308189,NA,NA
Bristol Bay,Alagnak,1972,302589.3072,AgeClass_3.4,0,8,3,4,3.4,8_4,1964,0,1968,381899.90304700535,0,248700,1.5355846523803995,NA,NA
Bristol Bay,Alagnak,1972,302589.3072,AgeClass_1.5,0,7,1,5,1.5,7_2,1965,0,1967,259728.90813360165,0,175020,1.483995589838885,NA,NA
Bristol Bay,Alagnak,1972,302589.3072,AgeClass_2.4,9.72e-10,7,2,4,2.4,7_3,1965,9.72e-10,1968,259728.90813360165,0,175020,1.483995589838885,NA,NA
Bristol Bay,Alagnak,1972,302589.3072,AgeClass_3.3,6.49e-10,7,3,3,3.3,7_4,1965,6.49e-10,1969,259728.90813360165,0,175020,1.483995589838885,NA,NA
Bristol Bay,Alagnak,1972,302589.3072,AgeClass_0.5,0,6,0,5,0.5,6_1,1966,0,1967,565583.86624001,0,174336,3.2442172944200283,NA,NA
Bristol Bay,Alagnak,1972,302589.3072,AgeClass_1.4,9.72e-10,6,1,4,1.4,6_2,1966,9.72e-10,1968,565583.86624001,0,174336,3.2442172944200283,NA,NA
Bristol Bay,Alagnak,1972,302589.3072,AgeClass_2.3,8812.22642,6,2,3,2.3,6_3,1966,8812.22642,1969,565583.86624001,1.56,174336,3.2442172944200283,NA,NA
Bristol Bay,Alagnak,1972,302589.3072,AgeClass_3.2,6.5e-10,6,3,2,3.2,6_4,1966,6.5e-10,1970,565583.86624001,0,174336,3.2442172944200283,NA,NA
Bristol Bay,Alagnak,1972,302589.3072,AgeClass_0.4,1.3e-9,5,0,4,0.4,5_1,1967,1.3e-9,1968,389348.76779240207,0,202626,1.9215143554746286,NA,NA
Bristol Bay,Alagnak,1972,302589.3072,AgeClass_1.3,52163.06605,5,1,3,1.3,5_2,1967,52163.06605,1969,389348.76779240207,13.4,202626,1.9215143554746286,NA,NA
Bristol Bay,Alagnak,1972,302589.3072,AgeClass_2.2,59199.56702,5,2,2,2.2,5_3,1967,59199.56702,1970,389348.76779240207,15.2,202626,1.9215143554746286,NA,NA
Bristol Bay,Alagnak,1972,302589.3072,AgeClass_3.1,0,5,3,1,3.1,5_4,1967,0,1971,389348.76779240207,0,202626,1.9215143554746286,NA,NA
Bristol Bay,Alagnak,1972,302589.3072,AgeClass_0.3,6.49e-10,4,0,3,0.3,4_1,1968,6.49e-10,1969,249192.08594400156,0,193872,1.2853433499628701,NA,NA
Bristol Bay,Alagnak,1972,302589.3072,AgeClass_1.2,182414.4477,4,1,2,1.2,4_2,1968,182414.4477,1970,249192.08594400156,73.2,193872,1.2853433499628701,NA,NA
Bristol Bay,Alagnak,1972,302589.3072,AgeClass_2.1,0,4,2,1,2.1,4_3,1968,0,1971,249192.08594400156,0,193872,1.2853433499628701,NA,NA
Bristol Bay,Alagnak,1972,302589.3072,AgeClass_0.2,0,3,0,2,0.2,3_1,1969,0,1970,180184.62416501014,0,182490,0.9873671114308189,NA,NA
Bristol Bay,Alagnak,1972,302589.3072,AgeClass_1.1,7.09e-9,3,1,1,1.1,3_2,1969,7.09e-9,1971,180184.62416501014,0,182490,0.9873671114308189,NA,NA
Bristol Bay,Alagnak,1972,302589.3072,AgeClass_0.1,0,2,0,1,0.1,2_1,1970,0,1971,145641.7545459024,0,177060,0.822555938924107,NA,NA
Bristol Bay,Alagnak,1973,63552.96937,AgeClass_3.4,0,8,3,4,3.4,8_4,1965,0,1969,259728.90813360165,0,175020,1.483995589838885,NA,NA
Bristol Bay,Alagnak,1973,63552.96937,AgeClass_1.5,0,7,1,5,1.5,7_2,1966,0,1968,565583.86624001,0,174336,3.2442172944200283,NA,NA
Bristol Bay,Alagnak,1973,63552.96937,AgeClass_2.4,0,7,2,4,2.4,7_3,1966,0,1969,565583.86624001,0,174336,3.2442172944200283,NA,NA
Bristol Bay,Alagnak,1973,63552.96937,AgeClass_3.3,4.46e-10,7,3,3,3.3,7_4,1966,4.46e-10,1970,565583.86624001,0,174336,3.2442172944200283,NA,NA
Bristol Bay,Alagnak,1973,63552.96937,AgeClass_0.5,0,6,0,5,0.5,6_1,1967,0,1968,389348.76779240207,0,202626,1.9215143554746286,NA,NA
Bristol Bay,Alagnak,1973,63552.96937,AgeClass_1.4,3.35e-10,6,1,4,1.4,6_2,1967,3.35e-10,1969,389348.76779240207,0,202626,1.9215143554746286,NA,NA
Bristol Bay,Alagnak,1973,63552.96937,AgeClass_2.3,9009.86507,6,2,3,2.3,6_3,1967,9009.86507,1970,389348.76779240207,2.31,202626,1.9215143554746286,NA,NA
Bristol Bay,Alagnak,1973,63552.96937,AgeClass_3.2,4.46e-10,6,3,2,3.2,6_4,1967,4.46e-10,1971,389348.76779240207,0,202626,1.9215143554746286,NA,NA
Bristol Bay,Alagnak,1973,63552.96937,AgeClass_0.4,0,5,0,4,0.4,5_1,1968,0,1969,249192.08594400156,0,193872,1.2853433499628701,NA,NA
Bristol Bay,Alagnak,1973,63552.96937,AgeClass_1.3,52504.16838,5,1,3,1.3,5_2,1968,52504.16838,1970,249192.08594400156,21.07,193872,1.2853433499628701,NA,NA
Bristol Bay,Alagnak,1973,63552.96937,AgeClass_2.2,685.3733358,5,2,2,2.2,5_3,1968,685.3733358,1971,249192.08594400156,0.28,193872,1.2853433499628701,NA,NA
Bristol Bay,Alagnak,1973,63552.96937,AgeClass_3.1,0,5,3,1,3.1,5_4,1968,0,1972,249192.08594400156,0,193872,1.2853433499628701,NA,NA
Bristol Bay,Alagnak,1973,63552.96937,AgeClass_0.3,5.58e-10,4,0,3,0.3,4_1,1969,5.58e-10,1970,180184.62416501014,0,182490,0.9873671114308189,NA,NA
Bristol Bay,Alagnak,1973,63552.96937,AgeClass_1.2,1353.562585,4,1,2,1.2,4_2,1969,1353.562585,1971,180184.62416501014,0.75,182490,0.9873671114308189,NA,NA
Bristol Bay,Alagnak,1973,63552.96937,AgeClass_2.1,0,4,2,1,2.1,4_3,1969,0,1972,180184.62416501014,0,182490,0.9873671114308189,NA,NA
Bristol Bay,Alagnak,1973,63552.96937,AgeClass_0.2,0,3,0,2,0.2,3_1,1970,0,1971,145641.7545459024,0,177060,0.822555938924107,NA,NA
Bristol Bay,Alagnak,1973,63552.96937,AgeClass_1.1,4.46e-10,3,1,1,1.1,3_2,1970,4.46e-10,1972,145641.7545459024,0,177060,0.822555938924107,NA,NA
Bristol Bay,Alagnak,1973,63552.96937,AgeClass_0.1,0,2,0,1,0.1,2_1,1971,0,1972,323740.6169030064,0,187302,1.7284418580848384,NA,NA
Bristol Bay,Alagnak,1974,247579.7304,AgeClass_3.4,0,8,3,4,3.4,8_4,1966,0,1970,565583.86624001,0,174336,3.2442172944200283,NA,NA
Bristol Bay,Alagnak,1974,247579.7304,AgeClass_1.5,0,7,1,5,1.5,7_2,1967,0,1969,389348.76779240207,0,202626,1.9215143554746286,NA,NA
Bristol Bay,Alagnak,1974,247579.7304,AgeClass_2.4,0,7,2,4,2.4,7_3,1967,0,1970,389348.76779240207,0,202626,1.9215143554746286,NA,NA
Bristol Bay,Alagnak,1974,247579.7304,AgeClass_3.3,0,7,3,3,3.3,7_4,1967,0,1971,389348.76779240207,0,202626,1.9215143554746286,NA,NA
Bristol Bay,Alagnak,1974,247579.7304,AgeClass_0.5,0,6,0,5,0.5,6_1,1968,0,1969,249192.08594400156,0,193872,1.2853433499628701,NA,NA
Bristol Bay,Alagnak,1974,247579.7304,AgeClass_1.4,2129.569334,6,1,4,1.4,6_2,1968,2129.569334,1970,249192.08594400156,0.85,193872,1.2853433499628701,NA,NA
Bristol Bay,Alagnak,1974,247579.7304,AgeClass_2.3,2904.425243,6,2,3,2.3,6_3,1968,2904.425243,1971,249192.08594400156,1.17,193872,1.2853433499628701,NA,NA
Bristol Bay,Alagnak,1974,247579.7304,AgeClass_3.2,9.26e-10,6,3,2,3.2,6_4,1968,9.26e-10,1972,249192.08594400156,0,193872,1.2853433499628701,NA,NA
Bristol Bay,Alagnak,1974,247579.7304,AgeClass_0.4,0,5,0,4,0.4,5_1,1969,0,1970,180184.62416501014,0,182490,0.9873671114308189,NA,NA
Bristol Bay,Alagnak,1974,247579.7304,AgeClass_1.3,54756.5338,5,1,3,1.3,5_2,1969,54756.5338,1971,180184.62416501014,30.39,182490,0.9873671114308189,NA,NA
Bristol Bay,Alagnak,1974,247579.7304,AgeClass_2.2,108529.1674,5,2,2,2.2,5_3,1969,108529.1674,1972,180184.62416501014,60.23,182490,0.9873671114308189,NA,NA
Bristol Bay,Alagnak,1974,247579.7304,AgeClass_3.1,0,5,3,1,3.1,5_4,1969,0,1973,180184.62416501014,0,182490,0.9873671114308189,NA,NA
Bristol Bay,Alagnak,1974,247579.7304,AgeClass_0.3,0,4,0,3,0.3,4_1,1970,0,1971,145641.7545459024,0,177060,0.822555938924107,NA,NA
Bristol Bay,Alagnak,1974,247579.7304,AgeClass_1.2,78027.48004,4,1,2,1.2,4_2,1970,78027.48004,1972,145641.7545459024,53.57,177060,0.822555938924107,NA,NA
Bristol Bay,Alagnak,1974,247579.7304,AgeClass_2.1,9.26e-10,4,2,1,2.1,4_3,1970,9.26e-10,1973,145641.7545459024,0,177060,0.822555938924107,NA,NA
Bristol Bay,Alagnak,1974,247579.7304,AgeClass_0.2,0,3,0,2,0.2,3_1,1971,0,1972,323740.6169030064,0,187302,1.7284418580848384,NA,NA
Bristol Bay,Alagnak,1974,247579.7304,AgeClass_1.1,1232.554603,3,1,1,1.1,3_2,1971,1232.554603,1973,323740.6169030064,0.38,187302,1.7284418580848384,NA,NA
Bristol Bay,Alagnak,1974,247579.7304,AgeClass_0.1,0,2,0,1,0.1,2_1,1972,0,1973,124167.55661626087,0,151188,0.8212791796720696,NA,NA
Bristol Bay,Alagnak,1975,112656.7016,AgeClass_3.4,0,8,3,4,3.4,8_4,1967,0,1971,389348.76779240207,0,202626,1.9215143554746286,NA,NA
Bristol Bay,Alagnak,1975,112656.7016,AgeClass_1.5,0,7,1,5,1.5,7_2,1968,0,1970,249192.08594400156,0,193872,1.2853433499628701,NA,NA
Bristol Bay,Alagnak,1975,112656.7016,AgeClass_2.4,2.48e-9,7,2,4,2.4,7_3,1968,2.48e-9,1971,249192.08594400156,0,193872,1.2853433499628701,NA,NA
Bristol Bay,Alagnak,1975,112656.7016,AgeClass_3.3,2.48e-9,7,3,3,3.3,7_4,1968,2.48e-9,1972,249192.08594400156,0,193872,1.2853433499628701,NA,NA
Bristol Bay,Alagnak,1975,112656.7016,AgeClass_0.5,0,6,0,5,0.5,6_1,1969,0,1970,180184.62416501014,0,182490,0.9873671114308189,NA,NA
Bristol Bay,Alagnak,1975,112656.7016,AgeClass_1.4,0,6,1,4,1.4,6_2,1969,0,1971,180184.62416501014,0,182490,0.9873671114308189,NA,NA
Bristol Bay,Alagnak,1975,112656.7016,AgeClass_2.3,15545.36038,6,2,3,2.3,6_3,1969,15545.36038,1972,180184.62416501014,8.63,182490,0.9873671114308189,NA,NA
Bristol Bay,Alagnak,1975,112656.7016,AgeClass_3.2,2.48e-9,6,3,2,3.2,6_4,1969,2.48e-9,1973,180184.62416501014,0,182490,0.9873671114308189,NA,NA
Bristol Bay,Alagnak,1975,112656.7016,AgeClass_0.4,0,5,0,4,0.4,5_1,1970,0,1971,145641.7545459024,0,177060,0.822555938924107,NA,NA
Bristol Bay,Alagnak,1975,112656.7016,AgeClass_1.3,58491.20163,5,1,3,1.3,5_2,1970,58491.20163,1972,145641.7545459024,40.16,177060,0.822555938924107,NA,NA
Bristol Bay,Alagnak,1975,112656.7016,AgeClass_2.2,8320.092751,5,2,2,2.2,5_3,1970,8320.092751,1973,145641.7545459024,5.71,177060,0.822555938924107,NA,NA
Bristol Bay,Alagnak,1975,112656.7016,AgeClass_3.1,0,5,3,1,3.1,5_4,1970,0,1974,145641.7545459024,0,177060,0.822555938924107,NA,NA
Bristol Bay,Alagnak,1975,112656.7016,AgeClass_0.3,0,4,0,3,0.3,4_1,1971,0,1972,323740.6169030064,0,187302,1.7284418580848384,NA,NA
Bristol Bay,Alagnak,1975,112656.7016,AgeClass_1.2,28837.9158,4,1,2,1.2,4_2,1971,28837.9158,1973,323740.6169030064,8.91,187302,1.7284418580848384,NA,NA
Bristol Bay,Alagnak,1975,112656.7016,AgeClass_2.1,0,4,2,1,2.1,4_3,1971,0,1974,323740.6169030064,0,187302,1.7284418580848384,NA,NA
Bristol Bay,Alagnak,1975,112656.7016,AgeClass_0.2,0,3,0,2,0.2,3_1,1972,0,1973,124167.55661626087,0,151188,0.8212791796720696,NA,NA
Bristol Bay,Alagnak,1975,112656.7016,AgeClass_1.1,1462.131056,3,1,1,1.1,3_2,1972,1462.131056,1974,124167.55661626087,1.18,151188,0.8212791796720696,NA,NA
Bristol Bay,Alagnak,1975,112656.7016,AgeClass_0.1,0,2,0,1,0.1,2_1,1973,0,1974,429274.463423067,0,35280,12.16764352106199,NA,NA
Bristol Bay,Alagnak,1976,157449.6707,AgeClass_3.4,0,8,3,4,3.4,8_4,1968,0,1972,249192.08594400156,0,193872,1.2853433499628701,NA,NA
Bristol Bay,Alagnak,1976,157449.6707,AgeClass_1.5,0,7,1,5,1.5,7_2,1969,0,1971,180184.62416501014,0,182490,0.9873671114308189,NA,NA
Bristol Bay,Alagnak,1976,157449.6707,AgeClass_2.4,1.03e-9,7,2,4,2.4,7_3,1969,1.03e-9,1972,180184.62416501014,0,182490,0.9873671114308189,NA,NA
Bristol Bay,Alagnak,1976,157449.6707,AgeClass_3.3,1.03e-9,7,3,3,3.3,7_4,1969,1.03e-9,1973,180184.62416501014,0,182490,0.9873671114308189,NA,NA
Bristol Bay,Alagnak,1976,157449.6707,AgeClass_0.5,0,6,0,5,0.5,6_1,1970,0,1971,145641.7545459024,0,177060,0.822555938924107,NA,NA
Bristol Bay,Alagnak,1976,157449.6707,AgeClass_1.4,0,6,1,4,1.4,6_2,1970,0,1972,145641.7545459024,0,177060,0.822555938924107,NA,NA
Bristol Bay,Alagnak,1976,157449.6707,AgeClass_2.3,802.9801249,6,2,3,2.3,6_3,1970,802.9801249,1973,145641.7545459024,0.55,177060,0.822555938924107,NA,NA
Bristol Bay,Alagnak,1976,157449.6707,AgeClass_3.2,1.03e-9,6,3,2,3.2,6_4,1970,1.03e-9,1974,145641.7545459024,0,177060,0.822555938924107,NA,NA
Bristol Bay,Alagnak,1976,157449.6707,AgeClass_0.4,0,5,0,4,0.4,5_1,1971,0,1972,323740.6169030064,0,187302,1.7284418580848384,NA,NA
Bristol Bay,Alagnak,1976,157449.6707,AgeClass_1.3,56203.80349,5,1,3,1.3,5_2,1971,56203.80349,1973,323740.6169030064,17.36,187302,1.7284418580848384,NA,NA
Bristol Bay,Alagnak,1976,157449.6707,AgeClass_2.2,30123.16981,5,2,2,2.2,5_3,1971,30123.16981,1974,323740.6169030064,9.3,187302,1.7284418580848384,NA,NA
Bristol Bay,Alagnak,1976,157449.6707,AgeClass_3.1,0,5,3,1,3.1,5_4,1971,0,1975,323740.6169030064,0,187302,1.7284418580848384,NA,NA
Bristol Bay,Alagnak,1976,157449.6707,AgeClass_0.3,1.03e-9,4,0,3,0.3,4_1,1972,1.03e-9,1973,124167.55661626087,0,151188,0.8212791796720696,NA,NA
Bristol Bay,Alagnak,1976,157449.6707,AgeClass_1.2,70319.71726,4,1,2,1.2,4_2,1972,70319.71726,1974,124167.55661626087,56.63,151188,0.8212791796720696,NA,NA
Bristol Bay,Alagnak,1976,157449.6707,AgeClass_2.1,1.03e-9,4,2,1,2.1,4_3,1972,1.03e-9,1975,124167.55661626087,0,151188,0.8212791796720696,NA,NA
Bristol Bay,Alagnak,1976,157449.6707,AgeClass_0.2,1.03e-9,3,0,2,0.2,3_1,1973,1.03e-9,1974,429274.463423067,0,35280,12.16764352106199,NA,NA
Bristol Bay,Alagnak,1976,157449.6707,AgeClass_1.1,0,3,1,1,1.1,3_2,1973,0,1975,429274.463423067,0,35280,12.16764352106199,NA,NA
Bristol Bay,Alagnak,1976,157449.6707,AgeClass_0.1,0,2,0,1,0.1,2_1,1974,0,1975,2277656.544788376,0,214848,10.6012462056355,NA,NA
Bristol Bay,Alagnak,1977,234915.3342,AgeClass_3.4,0,8,3,4,3.4,8_4,1969,0,1973,180184.62416501014,0,182490,0.9873671114308189,NA,NA
Bristol Bay,Alagnak,1977,234915.3342,AgeClass_1.5,0,7,1,5,1.5,7_2,1970,0,1972,145641.7545459024,0,177060,0.822555938924107,NA,NA
Bristol Bay,Alagnak,1977,234915.3342,AgeClass_2.4,0,7,2,4,2.4,7_3,1970,0,1973,145641.7545459024,0,177060,0.822555938924107,NA,NA
Bristol Bay,Alagnak,1977,234915.3342,AgeClass_3.3,6.41e-9,7,3,3,3.3,7_4,1970,6.41e-9,1974,145641.7545459024,0,177060,0.822555938924107,NA,NA
Bristol Bay,Alagnak,1977,234915.3342,AgeClass_0.5,0,6,0,5,0.5,6_1,1971,0,1972,323740.6169030064,0,187302,1.7284418580848384,NA,NA
Bristol Bay,Alagnak,1977,234915.3342,AgeClass_1.4,0,6,1,4,1.4,6_2,1971,0,1973,323740.6169030064,0,187302,1.7284418580848384,NA,NA
Bristol Bay,Alagnak,1977,234915.3342,AgeClass_2.3,207343.1732,6,2,3,2.3,6_3,1971,207343.1732,1974,323740.6169030064,64.05,187302,1.7284418580848384,NA,NA
Bristol Bay,Alagnak,1977,234915.3342,AgeClass_3.2,6.41e-9,6,3,2,3.2,6_4,1971,6.41e-9,1975,323740.6169030064,0,187302,1.7284418580848384,NA,NA
Bristol Bay,Alagnak,1977,234915.3342,AgeClass_0.4,0,5,0,4,0.4,5_1,1972,0,1973,124167.55661626087,0,151188,0.8212791796720696,NA,NA
Bristol Bay,Alagnak,1977,234915.3342,AgeClass_1.3,27572.16095,5,1,3,1.3,5_2,1972,27572.16095,1974,124167.55661626087,22.21,151188,0.8212791796720696,NA,NA
Bristol Bay,Alagnak,1977,234915.3342,AgeClass_2.2,2.98e-8,5,2,2,2.2,5_3,1972,2.98e-8,1975,124167.55661626087,0,151188,0.8212791796720696,NA,NA
Bristol Bay,Alagnak,1977,234915.3342,AgeClass_3.1,0,5,3,1,3.1,5_4,1972,0,1976,124167.55661626087,0,151188,0.8212791796720696,NA,NA
Bristol Bay,Alagnak,1977,234915.3342,AgeClass_0.3,6.87e-9,4,0,3,0.3,4_1,1973,6.87e-9,1974,429274.463423067,0,35280,12.16764352106199,NA,NA
Bristol Bay,Alagnak,1977,234915.3342,AgeClass_1.2,2.11e-8,4,1,2,1.2,4_2,1973,2.11e-8,1975,429274.463423067,0,35280,12.16764352106199,NA,NA
Bristol Bay,Alagnak,1977,234915.3342,AgeClass_2.1,0,4,2,1,2.1,4_3,1973,0,1976,429274.463423067,0,35280,12.16764352106199,NA,NA
Bristol Bay,Alagnak,1977,234915.3342,AgeClass_0.2,6.41e-9,3,0,2,0.2,3_1,1974,6.41e-9,1975,2277656.544788376,0,214848,10.6012462056355,NA,NA
Bristol Bay,Alagnak,1977,234915.3342,AgeClass_1.1,0,3,1,1,1.1,3_2,1974,0,1976,2277656.544788376,0,214848,10.6012462056355,NA,NA
Bristol Bay,Alagnak,1977,234915.3342,AgeClass_0.1,0,2,0,1,0.1,2_1,1975,0,1976,1022274.0250801413,0,100480,10.173905504380386,NA,NA
Bristol Bay,Alagnak,1978,1110702.154,AgeClass_3.4,0,8,3,4,3.4,8_4,1970,0,1974,145641.7545459024,0,177060,0.822555938924107,NA,NA
Bristol Bay,Alagnak,1978,1110702.154,AgeClass_1.5,0,7,1,5,1.5,7_2,1971,0,1973,323740.6169030064,0,187302,1.7284418580848384,NA,NA
Bristol Bay,Alagnak,1978,1110702.154,AgeClass_2.4,1.01e-7,7,2,4,2.4,7_3,1971,1.01e-7,1974,323740.6169030064,0,187302,1.7284418580848384,NA,NA
Bristol Bay,Alagnak,1978,1110702.154,AgeClass_3.3,1011.868203,7,3,3,3.3,7_4,1971,1011.868203,1975,323740.6169030064,0.31,187302,1.7284418580848384,NA,NA
Bristol Bay,Alagnak,1978,1110702.154,AgeClass_0.5,0,6,0,5,0.5,6_1,1972,0,1973,124167.55661626087,0,151188,0.8212791796720696,NA,NA
Bristol Bay,Alagnak,1978,1110702.154,AgeClass_1.4,1.5e-8,6,1,4,1.4,6_2,1972,1.5e-8,1974,124167.55661626087,0,151188,0.8212791796720696,NA,NA
Bristol Bay,Alagnak,1978,1110702.154,AgeClass_2.3,2.14e-7,6,2,3,2.3,6_3,1972,2.14e-7,1975,124167.55661626087,0,151188,0.8212791796720696,NA,NA
Bristol Bay,Alagnak,1978,1110702.154,AgeClass_3.2,24813.54735,6,3,2,3.2,6_4,1972,24813.54735,1976,124167.55661626087,19.98,151188,0.8212791796720696,NA,NA
Bristol Bay,Alagnak,1978,1110702.154,AgeClass_0.4,3098.548864,5,0,4,0.4,5_1,1973,3098.548864,1974,429274.463423067,0.72,35280,12.16764352106199,NA,NA
Bristol Bay,Alagnak,1978,1110702.154,AgeClass_1.3,6686.64052,5,1,3,1.3,5_2,1973,6686.64052,1975,429274.463423067,1.56,35280,12.16764352106199,NA,NA
Bristol Bay,Alagnak,1978,1110702.154,AgeClass_2.2,350599.5198,5,2,2,2.2,5_3,1973,350599.5198,1976,429274.463423067,81.67,35280,12.16764352106199,NA,NA
Bristol Bay,Alagnak,1978,1110702.154,AgeClass_3.1,0,5,3,1,3.1,5_4,1973,0,1977,429274.463423067,0,35280,12.16764352106199,NA,NA
Bristol Bay,Alagnak,1978,1110702.154,AgeClass_0.3,1910.670007,4,0,3,0.3,4_1,1974,1910.670007,1975,2277656.544788376,0.08,214848,10.6012462056355,NA,NA
Bristol Bay,Alagnak,1978,1110702.154,AgeClass_1.2,722581.3598,4,1,2,1.2,4_2,1974,722581.3598,1976,2277656.544788376,31.72,214848,10.6012462056355,NA,NA
Bristol Bay,Alagnak,1978,1110702.154,AgeClass_2.1,6.39e-8,4,2,1,2.1,4_3,1974,6.39e-8,1977,2277656.544788376,0,214848,10.6012462056355,NA,NA
Bristol Bay,Alagnak,1978,1110702.154,AgeClass_0.2,0,3,0,2,0.2,3_1,1975,0,1976,1022274.0250801413,0,100480,10.173905504380386,NA,NA
Bristol Bay,Alagnak,1978,1110702.154,AgeClass_1.1,0,3,1,1,1.1,3_2,1975,0,1977,1022274.0250801413,0,100480,10.173905504380386,NA,NA
Bristol Bay,Alagnak,1978,1110702.154,AgeClass_0.1,0,2,0,1,0.1,2_1,1976,0,1977,329805.1628561007,0,81822,4.030763888148673,NA,NA
Bristol Bay,Alagnak,1979,1620186.939,AgeClass_3.4,0,8,3,4,3.4,8_4,1971,0,1975,323740.6169030064,0,187302,1.7284418580848384,NA,NA
Bristol Bay,Alagnak,1979,1620186.939,AgeClass_1.5,0,7,1,5,1.5,7_2,1972,0,1974,124167.55661626087,0,151188,0.8212791796720696,NA,NA
Bristol Bay,Alagnak,1979,1620186.939,AgeClass_2.4,0,7,2,4,2.4,7_3,1972,0,1975,124167.55661626087,0,151188,0.8212791796720696,NA,NA
Bristol Bay,Alagnak,1979,1620186.939,AgeClass_3.3,7.6e-9,7,3,3,3.3,7_4,1972,7.6e-9,1976,124167.55661626087,0,151188,0.8212791796720696,NA,NA
Bristol Bay,Alagnak,1979,1620186.939,AgeClass_0.5,0,6,0,5,0.5,6_1,1973,0,1974,429274.463423067,0,35280,12.16764352106199,NA,NA
Bristol Bay,Alagnak,1979,1620186.939,AgeClass_1.4,1377.892959,6,1,4,1.4,6_2,1973,1377.892959,1975,429274.463423067,0.32,35280,12.16764352106199,NA,NA
Bristol Bay,Alagnak,1979,1620186.939,AgeClass_2.3,3.8e-8,6,2,3,2.3,6_3,1973,3.8e-8,1976,429274.463423067,0,35280,12.16764352106199,NA,NA
Bristol Bay,Alagnak,1979,1620186.939,AgeClass_3.2,67511.86128,6,3,2,3.2,6_4,1973,67511.86128,1977,429274.463423067,15.73,35280,12.16764352106199,NA,NA
Bristol Bay,Alagnak,1979,1620186.939,AgeClass_0.4,0,5,0,4,0.4,5_1,1974,0,1975,2277656.544788376,0,214848,10.6012462056355,NA,NA
Bristol Bay,Alagnak,1979,1620186.939,AgeClass_1.3,2.85e-8,5,1,3,1.3,5_2,1974,2.85e-8,1976,2277656.544788376,0,214848,10.6012462056355,NA,NA
Bristol Bay,Alagnak,1979,1620186.939,AgeClass_2.2,1551297.185,5,2,2,2.2,5_3,1974,1551297.185,1977,2277656.544788376,68.11,214848,10.6012462056355,NA,NA
Bristol Bay,Alagnak,1979,1620186.939,AgeClass_3.1,0,5,3,1,3.1,5_4,1974,0,1978,2277656.544788376,0,214848,10.6012462056355,NA,NA
Bristol Bay,Alagnak,1979,1620186.939,AgeClass_0.3,0,4,0,3,0.3,4_1,1975,0,1976,1022274.0250801413,0,100480,10.173905504380386,NA,NA
Bristol Bay,Alagnak,1979,1620186.939,AgeClass_1.2,8.16e-8,4,1,2,1.2,4_2,1975,8.16e-8,1977,1022274.0250801413,0,100480,10.173905504380386,NA,NA
Bristol Bay,Alagnak,1979,1620186.939,AgeClass_2.1,3.23e-8,4,2,1,2.1,4_3,1975,3.23e-8,1978,1022274.0250801413,0,100480,10.173905504380386,NA,NA
Bristol Bay,Alagnak,1979,1620186.939,AgeClass_0.2,2.47e-8,3,0,2,0.2,3_1,1976,2.47e-8,1977,329805.1628561007,0,81822,4.030763888148673,NA,NA
Bristol Bay,Alagnak,1979,1620186.939,AgeClass_1.1,3.79e-8,3,1,1,1.1,3_2,1976,3.79e-8,1978,329805.1628561007,0,81822,4.030763888148673,NA,NA
Bristol Bay,Alagnak,1979,1620186.939,AgeClass_0.1,0,2,0,1,0.1,2_1,1977,0,1978,1000901.3780795916,0,108910.5,9.190127472370355,NA,NA
Bristol Bay,Alagnak,1980,855660.8624,AgeClass_3.4,0,8,3,4,3.4,8_4,1972,0,1976,124167.55661626087,0,151188,0.8212791796720696,NA,NA
Bristol Bay,Alagnak,1980,855660.8624,AgeClass_1.5,0,7,1,5,1.5,7_2,1973,0,1975,429274.463423067,0,35280,12.16764352106199,NA,NA
Bristol Bay,Alagnak,1980,855660.8624,AgeClass_2.4,0,7,2,4,2.4,7_3,1973,0,1976,429274.463423067,0,35280,12.16764352106199,NA,NA
Bristol Bay,Alagnak,1980,855660.8624,AgeClass_3.3,83665.26528,7,3,3,3.3,7_4,1973,83665.26528,1977,429274.463423067,19.49,35280,12.16764352106199,NA,NA
